Image_Path,Concentration_Level
augmented_images/augmented_11_8.png,0
augmented_images/augmented_12_1.png,3
augmented_images/augmented_12_2.png,3
augmented_images/augmented_12_3.png,3
augmented_images/augmented_12_4.png,3
augmented_images/augmented_12_5.png,3
augmented_images/augmented_12_6.png,3
augmented_images/augmented_12_7.png,3
augmented_images/augmented_12_8.png,3
augmented_images/augmented_13_1.png,0
augmented_images/augmented_13_2.png,0
augmented_images/augmented_13_3.png,0
augmented_images/augmented_13_4.png,0
augmented_images/augmented_13_5.png,0
augmented_images/augmented_13_6.png,0
augmented_images/augmented_13_7.png,0
augmented_images/augmented_13_8.png,0
augmented_images/augmented_14_1.png,0
augmented_images/augmented_14_2.png,0
augmented_images/augmented_14_3.png,0
augmented_images/augmented_14_4.png,0
augmented_images/augmented_14_5.png,0
augmented_images/augmented_14_6.png,0
augmented_images/augmented_14_7.png,0
augmented_images/augmented_14_8.png,0
augmented_images/augmented_15_1.png,3
augmented_images/augmented_15_2.png,3
augmented_images/augmented_15_3.png,3
augmented_images/augmented_15_4.png,3
augmented_images/augmented_15_5.png,3
augmented_images/augmented_15_6.png,3
augmented_images/augmented_15_7.png,3
augmented_images/augmented_15_8.png,3
augmented_images/augmented_16_1.png,0
augmented_images/augmented_16_2.png,0
augmented_images/augmented_16_3.png,0
augmented_images/augmented_16_4.png,0
augmented_images/augmented_16_5.png,0
augmented_images/augmented_16_6.png,0
augmented_images/augmented_16_7.png,0
augmented_images/augmented_16_8.png,0
augmented_images/augmented_17_1.png,3
augmented_images/augmented_17_2.png,3
augmented_images/augmented_17_3.png,3
augmented_images/augmented_17_4.png,3
augmented_images/augmented_17_5.png,3
augmented_images/augmented_17_6.png,3
augmented_images/augmented_17_7.png,3
augmented_images/augmented_17_8.png,3
augmented_images/augmented_18_1.png,2
augmented_images/augmented_18_2.png,2
augmented_images/augmented_18_3.png,2
augmented_images/augmented_18_4.png,2
augmented_images/augmented_18_5.png,2
augmented_images/augmented_18_6.png,2
augmented_images/augmented_18_7.png,2
augmented_images/augmented_18_8.png,2
augmented_images/augmented_19_1.png,0
augmented_images/augmented_19_2.png,0
augmented_images/augmented_19_3.png,0
augmented_images/augmented_19_4.png,0
augmented_images/augmented_19_5.png,0
augmented_images/augmented_19_6.png,0
augmented_images/augmented_19_7.png,0
augmented_images/augmented_19_8.png,0
augmented_images/augmented_1_1.png,0
augmented_images/augmented_1_2.png,0
augmented_images/augmented_1_3.png,0
augmented_images/augmented_1_4.png,0
augmented_images/augmented_1_5.png,0
augmented_images/augmented_1_6.png,0
augmented_images/augmented_1_7.png,0
augmented_images/augmented_1_8.png,0
augmented_images/augmented_20_1.png,0
augmented_images/augmented_20_2.png,0
augmented_images/augmented_20_3.png,0
augmented_images/augmented_20_4.png,0
augmented_images/augmented_20_5.png,0
augmented_images/augmented_20_6.png,0
augmented_images/augmented_20_7.png,0
augmented_images/augmented_20_8.png,0
augmented_images/augmented_21_1.png,0
augmented_images/augmented_21_2.png,0
augmented_images/augmented_21_3.png,0
augmented_images/augmented_21_4.png,0
augmented_images/augmented_21_5.png,0
augmented_images/augmented_21_6.png,0
augmented_images/augmented_21_7.png,0
augmented_images/augmented_21_8.png,0
augmented_images/augmented_22_1.png,0
augmented_images/augmented_22_2.png,0
augmented_images/augmented_22_3.png,0
augmented_images/augmented_22_4.png,0
augmented_images/augmented_22_5.png,0
augmented_images/augmented_22_6.png,0
augmented_images/augmented_22_7.png,0
augmented_images/augmented_22_8.png,0
augmented_images/augmented_23_1.png,2
augmented_images/augmented_23_2.png,2
augmented_images/augmented_23_3.png,2
augmented_images/augmented_23_4.png,2
augmented_images/augmented_23_5.png,2
augmented_images/augmented_23_6.png,2
augmented_images/augmented_23_7.png,2
augmented_images/augmented_23_8.png,2
augmented_images/augmented_24_1.png,0
augmented_images/augmented_24_2.png,0
augmented_images/augmented_24_3.png,0
augmented_images/augmented_24_4.png,0
augmented_images/augmented_24_5.png,0
augmented_images/augmented_24_6.png,0
augmented_images/augmented_24_7.png,0
augmented_images/augmented_24_8.png,0
augmented_images/augmented_25_1.png,1
augmented_images/augmented_25_2.png,1
augmented_images/augmented_25_3.png,1
augmented_images/augmented_25_4.png,1
augmented_images/augmented_25_5.png,1
augmented_images/augmented_25_6.png,1
augmented_images/augmented_25_7.png,1
augmented_images/augmented_25_8.png,1
augmented_images/augmented_26_1.png,1
augmented_images/augmented_26_2.png,1
augmented_images/augmented_26_3.png,1
augmented_images/augmented_26_4.png,1
augmented_images/augmented_26_5.png,1
augmented_images/augmented_26_6.png,1
augmented_images/augmented_26_7.png,1
augmented_images/augmented_26_8.png,1
augmented_images/augmented_27_1.png,3
augmented_images/augmented_27_2.png,3
augmented_images/augmented_27_3.png,3
augmented_images/augmented_27_4.png,3
augmented_images/augmented_27_5.png,3
augmented_images/augmented_27_6.png,3
augmented_images/augmented_27_7.png,3
augmented_images/augmented_27_8.png,3
augmented_images/augmented_28_1.png,0
augmented_images/augmented_28_2.png,0
augmented_images/augmented_28_3.png,0
augmented_images/augmented_28_4.png,0
augmented_images/augmented_28_5.png,0
augmented_images/augmented_28_6.png,0
augmented_images/augmented_28_7.png,0
augmented_images/augmented_28_8.png,0
augmented_images/augmented_29_1.png,0
augmented_images/augmented_29_2.png,0
augmented_images/augmented_29_3.png,0
augmented_images/augmented_29_4.png,0
augmented_images/augmented_29_5.png,0
augmented_images/augmented_29_6.png,0
augmented_images/augmented_29_7.png,0
augmented_images/augmented_29_8.png,0
augmented_images/augmented_2_1.png,2
augmented_images/augmented_2_2.png,2
augmented_images/augmented_2_3.png,2
augmented_images/augmented_2_4.png,2
augmented_images/augmented_2_5.png,2
augmented_images/augmented_2_6.png,2
augmented_images/augmented_2_7.png,2
augmented_images/augmented_2_8.png,2
augmented_images/augmented_30_1.png,2
augmented_images/augmented_30_2.png,2
augmented_images/augmented_30_3.png,2
augmented_images/augmented_30_4.png,2
augmented_images/augmented_30_5.png,2
augmented_images/augmented_30_6.png,2
augmented_images/augmented_30_7.png,2
augmented_images/augmented_30_8.png,2
augmented_images/augmented_31_1.png,3
augmented_images/augmented_31_2.png,3
augmented_images/augmented_31_3.png,3
augmented_images/augmented_31_4.png,3
augmented_images/augmented_31_5.png,3
augmented_images/augmented_31_6.png,3
augmented_images/augmented_31_7.png,3
augmented_images/augmented_31_8.png,3
augmented_images/augmented_32_1.png,1
augmented_images/augmented_32_2.png,1
augmented_images/augmented_32_3.png,1
augmented_images/augmented_32_4.png,1
augmented_images/augmented_32_5.png,1
augmented_images/augmented_32_6.png,1
augmented_images/augmented_32_7.png,1
augmented_images/augmented_32_8.png,1
augmented_images/augmented_33_1.png,0
augmented_images/augmented_33_2.png,0
augmented_images/augmented_33_3.png,0
augmented_images/augmented_33_4.png,0
augmented_images/augmented_33_5.png,0
augmented_images/augmented_33_6.png,0
augmented_images/augmented_33_7.png,0
augmented_images/augmented_33_8.png,0
augmented_images/augmented_34_1.png,1
augmented_images/augmented_34_2.png,1
augmented_images/augmented_34_3.png,1
augmented_images/augmented_34_4.png,1
augmented_images/augmented_34_5.png,1
augmented_images/augmented_34_6.png,1
augmented_images/augmented_34_7.png,1
augmented_images/augmented_34_8.png,1
augmented_images/augmented_35_1.png,0
augmented_images/augmented_35_2.png,0
augmented_images/augmented_35_3.png,0
augmented_images/augmented_35_4.png,0
augmented_images/augmented_35_5.png,0
augmented_images/augmented_35_6.png,0
augmented_images/augmented_35_7.png,0
augmented_images/augmented_35_8.png,0
augmented_images/augmented_36_1.png,2
augmented_images/augmented_36_2.png,2
augmented_images/augmented_36_3.png,2
augmented_images/augmented_36_4.png,2
augmented_images/augmented_36_5.png,2
augmented_images/augmented_36_6.png,2
augmented_images/augmented_36_7.png,2
augmented_images/augmented_36_8.png,2
augmented_images/augmented_37_1.png,0
augmented_images/augmented_37_2.png,0
augmented_images/augmented_37_3.png,0
augmented_images/augmented_37_4.png,0
augmented_images/augmented_37_5.png,0
augmented_images/augmented_37_6.png,0
augmented_images/augmented_37_7.png,0
augmented_images/augmented_37_8.png,0
augmented_images/augmented_38_1.png,0
augmented_images/augmented_38_2.png,0
augmented_images/augmented_38_3.png,0
augmented_images/augmented_38_4.png,0
augmented_images/augmented_38_5.png,0
augmented_images/augmented_38_6.png,0
augmented_images/augmented_38_7.png,0
augmented_images/augmented_38_8.png,0
augmented_images/augmented_39_1.png,2
augmented_images/augmented_39_2.png,2
augmented_images/augmented_39_3.png,2
augmented_images/augmented_39_4.png,2
augmented_images/augmented_39_5.png,2
augmented_images/augmented_39_6.png,2
augmented_images/augmented_39_7.png,2
augmented_images/augmented_39_8.png,2
augmented_images/augmented_3_1.png,2
augmented_images/augmented_3_2.png,2
augmented_images/augmented_3_3.png,2
augmented_images/augmented_3_4.png,2
augmented_images/augmented_3_5.png,2
augmented_images/augmented_3_6.png,2
augmented_images/augmented_3_7.png,2
augmented_images/augmented_3_8.png,2
augmented_images/augmented_40_1.png,0
augmented_images/augmented_40_2.png,0
augmented_images/augmented_40_3.png,0
augmented_images/augmented_40_4.png,0
augmented_images/augmented_40_5.png,0
augmented_images/augmented_40_6.png,0
augmented_images/augmented_40_7.png,0
augmented_images/augmented_40_8.png,0
augmented_images/augmented_41_1.png,0
augmented_images/augmented_41_2.png,0
augmented_images/augmented_41_3.png,0
augmented_images/augmented_41_4.png,0
augmented_images/augmented_41_5.png,0
augmented_images/augmented_41_6.png,0
augmented_images/augmented_41_7.png,0
augmented_images/augmented_41_8.png,0
augmented_images/augmented_42_1.png,1
augmented_images/augmented_42_2.png,1
augmented_images/augmented_42_3.png,1
augmented_images/augmented_42_4.png,1
augmented_images/augmented_42_5.png,1
augmented_images/augmented_42_6.png,1
augmented_images/augmented_42_7.png,1
augmented_images/augmented_42_8.png,1
augmented_images/augmented_43_1.png,0
augmented_images/augmented_43_2.png,0
augmented_images/augmented_43_3.png,0
augmented_images/augmented_43_4.png,0
augmented_images/augmented_43_5.png,0
augmented_images/augmented_43_6.png,0
augmented_images/augmented_43_7.png,0
augmented_images/augmented_43_8.png,0
augmented_images/augmented_44_1.png,0
augmented_images/augmented_44_2.png,0
augmented_images/augmented_44_3.png,0
augmented_images/augmented_44_4.png,0
augmented_images/augmented_44_5.png,0
augmented_images/augmented_44_6.png,0
augmented_images/augmented_44_7.png,0
augmented_images/augmented_44_8.png,0
augmented_images/augmented_45_1.png,3
augmented_images/augmented_45_2.png,3
augmented_images/augmented_45_3.png,3
augmented_images/augmented_45_4.png,3
augmented_images/augmented_45_5.png,3
augmented_images/augmented_45_6.png,3
augmented_images/augmented_45_7.png,3
augmented_images/augmented_45_8.png,3
augmented_images/augmented_46_1.png,3
augmented_images/augmented_46_2.png,3
augmented_images/augmented_46_3.png,3
augmented_images/augmented_46_4.png,3
augmented_images/augmented_46_5.png,3
augmented_images/augmented_46_6.png,3
augmented_images/augmented_46_7.png,3
augmented_images/augmented_46_8.png,3
augmented_images/augmented_47_1.png,0
augmented_images/augmented_47_2.png,0
augmented_images/augmented_47_3.png,0
augmented_images/augmented_47_4.png,0
augmented_images/augmented_47_5.png,0
augmented_images/augmented_47_6.png,0
augmented_images/augmented_47_7.png,0
augmented_images/augmented_47_8.png,0
augmented_images/augmented_48_1.png,1
augmented_images/augmented_48_2.png,1
augmented_images/augmented_48_3.png,1
augmented_images/augmented_48_4.png,1
augmented_images/augmented_48_5.png,1
augmented_images/augmented_48_6.png,1
augmented_images/augmented_48_7.png,1
augmented_images/augmented_48_8.png,1
augmented_images/augmented_49_1.png,3
augmented_images/augmented_49_2.png,3
augmented_images/augmented_49_3.png,3
augmented_images/augmented_49_4.png,3
augmented_images/augmented_49_5.png,3
augmented_images/augmented_49_6.png,3
augmented_images/augmented_49_7.png,3
augmented_images/augmented_49_8.png,3
augmented_images/augmented_4_1.png,0
augmented_images/augmented_4_2.png,0
augmented_images/augmented_4_3.png,0
augmented_images/augmented_4_4.png,0
augmented_images/augmented_4_5.png,0
augmented_images/augmented_4_6.png,0
augmented_images/augmented_4_7.png,0
augmented_images/augmented_4_8.png,0
augmented_images/augmented_50_1.png,3
augmented_images/augmented_50_2.png,3
augmented_images/augmented_50_3.png,3
augmented_images/augmented_50_4.png,3
augmented_images/augmented_50_5.png,3
augmented_images/augmented_50_6.png,3
augmented_images/augmented_50_7.png,3
augmented_images/augmented_50_8.png,3
augmented_images/augmented_51_1.png,0
augmented_images/augmented_51_2.png,0
augmented_images/augmented_51_3.png,0
augmented_images/augmented_51_4.png,0
augmented_images/augmented_51_5.png,0
augmented_images/augmented_51_6.png,0
augmented_images/augmented_51_7.png,0
augmented_images/augmented_51_8.png,0
augmented_images/augmented_52_1.png,3
augmented_images/augmented_52_2.png,3
augmented_images/augmented_52_3.png,3
augmented_images/augmented_52_4.png,3
augmented_images/augmented_52_5.png,3
augmented_images/augmented_52_6.png,3
augmented_images/augmented_52_7.png,3
augmented_images/augmented_52_8.png,3
augmented_images/augmented_53_1.png,2
augmented_images/augmented_53_2.png,2
augmented_images/augmented_53_3.png,2
augmented_images/augmented_53_4.png,2
augmented_images/augmented_53_5.png,2
augmented_images/augmented_53_6.png,2
augmented_images/augmented_53_7.png,2
augmented_images/augmented_53_8.png,2
augmented_images/augmented_54_1.png,0
augmented_images/augmented_54_2.png,0
augmented_images/augmented_54_3.png,0
augmented_images/augmented_54_4.png,0
augmented_images/augmented_54_5.png,0
augmented_images/augmented_54_6.png,0
augmented_images/augmented_54_7.png,0
augmented_images/augmented_54_8.png,0
augmented_images/augmented_55_1.png,1
augmented_images/augmented_55_2.png,1
augmented_images/augmented_55_3.png,1
augmented_images/augmented_55_4.png,1
augmented_images/augmented_55_5.png,1
augmented_images/augmented_55_6.png,1
augmented_images/augmented_55_7.png,1
augmented_images/augmented_55_8.png,1
augmented_images/augmented_56_1.png,0
augmented_images/augmented_56_2.png,0
augmented_images/augmented_56_3.png,0
augmented_images/augmented_56_4.png,0
augmented_images/augmented_56_5.png,0
augmented_images/augmented_56_6.png,0
augmented_images/augmented_56_7.png,0
augmented_images/augmented_56_8.png,0
augmented_images/augmented_57_1.png,0
augmented_images/augmented_57_2.png,0
augmented_images/augmented_57_3.png,0
augmented_images/augmented_57_4.png,0
augmented_images/augmented_57_5.png,0
augmented_images/augmented_57_6.png,0
augmented_images/augmented_57_7.png,0
augmented_images/augmented_57_8.png,0
augmented_images/augmented_58_1.png,2
augmented_images/augmented_58_2.png,2
augmented_images/augmented_58_3.png,2
augmented_images/augmented_58_4.png,2
augmented_images/augmented_58_5.png,2
augmented_images/augmented_58_6.png,2
augmented_images/augmented_58_7.png,2
augmented_images/augmented_58_8.png,2
augmented_images/augmented_59_1.png,0
augmented_images/augmented_59_2.png,0
augmented_images/augmented_59_3.png,0
augmented_images/augmented_59_4.png,0
augmented_images/augmented_59_5.png,0
augmented_images/augmented_59_6.png,0
augmented_images/augmented_59_7.png,0
augmented_images/augmented_59_8.png,0
augmented_images/augmented_5_1.png,0
augmented_images/augmented_5_2.png,0
augmented_images/augmented_5_3.png,0
augmented_images/augmented_5_4.png,0
augmented_images/augmented_5_5.png,0
augmented_images/augmented_5_6.png,0
augmented_images/augmented_5_7.png,0
augmented_images/augmented_5_8.png,0
augmented_images/augmented_60_1.png,0
augmented_images/augmented_60_2.png,0
augmented_images/augmented_60_3.png,0
augmented_images/augmented_60_4.png,0
augmented_images/augmented_60_5.png,0
augmented_images/augmented_60_6.png,0
augmented_images/augmented_60_7.png,0
augmented_images/augmented_60_8.png,0
augmented_images/augmented_61_1.png,0
augmented_images/augmented_61_2.png,0
augmented_images/augmented_61_3.png,0
augmented_images/augmented_61_4.png,0
augmented_images/augmented_61_5.png,0
augmented_images/augmented_61_6.png,0
augmented_images/augmented_61_7.png,0
augmented_images/augmented_61_8.png,0
augmented_images/augmented_6_1.png,2
augmented_images/augmented_6_2.png,2
augmented_images/augmented_6_3.png,2
augmented_images/augmented_6_4.png,2
augmented_images/augmented_6_5.png,2
augmented_images/augmented_6_6.png,2
augmented_images/augmented_6_7.png,2
augmented_images/augmented_6_8.png,2
augmented_images/augmented_7_1.png,1
augmented_images/augmented_7_2.png,1
augmented_images/augmented_7_3.png,1
augmented_images/augmented_7_4.png,1
augmented_images/augmented_7_5.png,1
augmented_images/augmented_7_6.png,1
augmented_images/augmented_7_7.png,1
augmented_images/augmented_7_8.png,1
augmented_images/augmented_8_1.png,0
augmented_images/augmented_8_2.png,0
augmented_images/augmented_8_3.png,0
augmented_images/augmented_8_4.png,0
augmented_images/augmented_8_5.png,0
augmented_images/augmented_8_6.png,0
augmented_images/augmented_8_7.png,0
augmented_images/augmented_8_8.png,0
augmented_images/augmented_9_1.png,1
augmented_images/augmented_9_2.png,1
augmented_images/augmented_9_3.png,1
augmented_images/augmented_9_4.png,1
augmented_images/augmented_9_5.png,1
augmented_images/augmented_9_6.png,1
augmented_images/augmented_9_7.png,1
augmented_images/augmented_9_8.png,1
